DATAFLOW,SEXP: Sex,PCHAR: Selected person characteristic,REGION: Region,REGION_TYPE: Region Type,STATE: State,TIME_PERIOD: Time Period,OBS_VALUE
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7005: 7005,POA: Postal Areas,6: Tasmania,2021,13947
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3783: 3783,POA: Postal Areas,2: Victoria,2021,2559
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4009: 4009,POA: Postal Areas,3: Queensland,2021,11
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5025: 5025,POA: Postal Areas,4: South Australia,2021,9358
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6149: 6149,POA: Postal Areas,5: Western Australia,2021,18905
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3945: 3945,POA: Postal Areas,2: Victoria,2021,1092
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3409: 3409,POA: Postal Areas,2: Victoria,2021,987
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4301: 4301,POA: Postal Areas,3: Queensland,2021,36527
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5552: 5552,POA: Postal Areas,4: South Australia,2021,351
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3094: 3094,POA: Postal Areas,2: Victoria,2021,9250
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4601: 4601,POA: Postal Areas,3: Queensland,2021,1145
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5350: 5350,POA: Postal Areas,4: South Australia,2021,553
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6631: 6631,POA: Postal Areas,5: Western Australia,2021,13
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2716: 2716,POA: Postal Areas,1: New South Wales,2021,988
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3666: 3666,POA: Postal Areas,2: Victoria,2021,5142
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6060: 6060,POA: Postal Areas,5: Western Australia,2021,25486
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2023: 2023,POA: Postal Areas,1: New South Wales,2021,10590
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6409: 6409,POA: Postal Areas,5: Western Australia,2021,386
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4383: 4383,POA: Postal Areas,3: Queensland,2021,607
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3220: 3220,POA: Postal Areas,2: Victoria,2021,17270
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4566: 4566,POA: Postal Areas,3: Queensland,2021,8716
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6425: 6425,POA: Postal Areas,5: Western Australia,2021,83
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6333: 6333,POA: Postal Areas,5: Western Australia,2021,6310
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3303: 3303,POA: Postal Areas,2: Victoria,2021,282
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4605: 4605,POA: Postal Areas,3: Queensland,2021,4770
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7210: 7210,POA: Postal Areas,6: Tasmania,2021,1076
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2371: 2371,POA: Postal Areas,1: New South Wales,2021,1158
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3561: 3561,POA: Postal Areas,2: Victoria,2021,4498
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2446: 2446,POA: Postal Areas,1: New South Wales,2021,15054
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5241: 5241,POA: Postal Areas,4: South Australia,2021,2534
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2426: 2426,POA: Postal Areas,1: New South Wales,2021,850
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6391: 6391,POA: Postal Areas,5: Western Australia,2021,1040
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7469: 7469,POA: Postal Areas,6: Tasmania,2021,772
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2903: 2903,POA: Postal Areas,8: Australian Capital Territory,2021,9588
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2804: 2804,POA: Postal Areas,1: New South Wales,2021,2832
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3718: 3718,POA: Postal Areas,2: Victoria,2021,91
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5259: 5259,POA: Postal Areas,4: South Australia,2021,1111
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6450: 6450,POA: Postal Areas,5: Western Australia,2021,13159
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4878: 4878,POA: Postal Areas,3: Queensland,2021,15044
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2336: 2336,POA: Postal Areas,1: New South Wales,2021,2589
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2173: 2173,POA: Postal Areas,1: New South Wales,2021,14544
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6503: 6503,POA: Postal Areas,5: Western Australia,2021,2354
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3738: 3738,POA: Postal Areas,2: Victoria,2021,197
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2404: 2404,POA: Postal Areas,1: New South Wales,2021,1676
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3170: 3170,POA: Postal Areas,2: Victoria,2021,19889
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2138: 2138,POA: Postal Areas,1: New South Wales,2021,19686
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3042: 3042,POA: Postal Areas,2: Victoria,2021,16763
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6150: 6150,POA: Postal Areas,5: Western Australia,2021,13201
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5273: 5273,POA: Postal Areas,4: South Australia,2021,112
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4303: 4303,POA: Postal Areas,3: Queensland,2021,4173
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5031: 5031,POA: Postal Areas,4: South Australia,2021,10108
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5690: 5690,POA: Postal Areas,4: South Australia,2021,3954
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2196: 2196,POA: Postal Areas,1: New South Wales,2021,33743
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2518: 2518,POA: Postal Areas,1: New South Wales,2021,19864
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3128: 3128,POA: Postal Areas,2: Victoria,2021,22841
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7109: 7109,POA: Postal Areas,6: Tasmania,2021,9872
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3374: 3374,POA: Postal Areas,2: Victoria,2021,425
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3633: 3633,POA: Postal Areas,2: Victoria,2021,620
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5151: 5151,POA: Postal Areas,4: South Australia,2021,405
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3122: 3122,POA: Postal Areas,2: Victoria,2021,22322
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2030: 2030,POA: Postal Areas,1: New South Wales,2021,14434
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6373: 6373,POA: Postal Areas,5: Western Australia,2021,82
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2794: 2794,POA: Postal Areas,1: New South Wales,2021,10504
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3864: 3864,POA: Postal Areas,2: Victoria,2021,241
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2290: 2290,POA: Postal Areas,1: New South Wales,2021,34912
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2626: 2626,POA: Postal Areas,1: New South Wales,2021,515
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3269: 3269,POA: Postal Areas,2: Victoria,2021,676
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3747: 3747,POA: Postal Areas,2: Victoria,2021,5054
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4120: 4120,POA: Postal Areas,3: Queensland,2021,10387
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5038: 5038,POA: Postal Areas,4: South Australia,2021,17401
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5280: 5280,POA: Postal Areas,4: South Australia,2021,7561
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6156: 6156,POA: Postal Areas,5: Western Australia,2021,18238
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2838: 2838,POA: Postal Areas,1: New South Wales,2021,223
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3990: 3990,POA: Postal Areas,2: Victoria,2021,118
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4480: 4480,POA: Postal Areas,3: Queensland,2021,625
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4613: 4613,POA: Postal Areas,3: Queensland,2021,886
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5157: 5157,POA: Postal Areas,4: South Australia,2021,3015
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2166: 2166,POA: Postal Areas,1: New South Wales,2021,54184
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2086: 2086,POA: Postal Areas,1: New South Wales,2021,14214
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3516: 3516,POA: Postal Areas,2: Victoria,2021,722
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3978: 3978,POA: Postal Areas,2: Victoria,2021,43202
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4817: 4817,POA: Postal Areas,3: Queensland,2021,30785
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3022: 3022,POA: Postal Areas,2: Victoria,2021,3170
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3197: 3197,POA: Postal Areas,2: Victoria,2021,12032
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6322: 6322,POA: Postal Areas,5: Western Australia,2021,240
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7120: 7120,POA: Postal Areas,6: Tasmania,2021,1892
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7322: 7322,POA: Postal Areas,6: Tasmania,2021,4067
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2505: 2505,POA: Postal Areas,1: New South Wales,2021,5088
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4310: 4310,POA: Postal Areas,3: Queensland,2021,6017
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5472: 5472,POA: Postal Areas,4: South Australia,2021,186
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5006: 5006,POA: Postal Areas,4: South Australia,2021,6823
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3551: 3551,POA: Postal Areas,2: Victoria,2021,35614
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2205: 2205,POA: Postal Areas,1: New South Wales,2021,25338
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2297: 2297,POA: Postal Areas,1: New South Wales,2021,1801
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2762: 2762,POA: Postal Areas,1: New South Wales,2021,21780
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3177: 3177,POA: Postal Areas,2: Victoria,2021,11889
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6219: 6219,POA: Postal Areas,5: Western Australia,2021,604
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2580: 2580,POA: Postal Areas,1: New South Wales,2021,31629
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3854: 3854,POA: Postal Areas,2: Victoria,2021,1478
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6569: 6569,POA: Postal Areas,5: Western Australia,2021,270
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5084: 5084,POA: Postal Areas,4: South Australia,2021,10908
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2660: 2660,POA: Postal Areas,1: New South Wales,2021,1607
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3939: 3939,POA: Postal Areas,2: Victoria,2021,15900
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6020: 6020,POA: Postal Areas,5: Western Australia,2021,22581
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,0837: 0837,POA: Postal Areas,7: Northern Territory,2021,489
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3447: 3447,POA: Postal Areas,2: Victoria,2021,524
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2115: 2115,POA: Postal Areas,1: New South Wales,2021,12686
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3148: 3148,POA: Postal Areas,2: Victoria,2021,9552
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3331: 3331,POA: Postal Areas,2: Victoria,2021,7202
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5117: 5117,POA: Postal Areas,4: South Australia,2021,4051
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4871: 4871,POA: Postal Areas,3: Queensland,2021,10798
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2328: 2328,POA: Postal Areas,1: New South Wales,2021,2506
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4215: 4215,POA: Postal Areas,3: Queensland,2021,55425
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6260: 6260,POA: Postal Areas,5: Western Australia,2021,1396
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4070: 4070,POA: Postal Areas,3: Queensland,2021,12045
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4560: 4560,POA: Postal Areas,3: Queensland,2021,36706
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5413: 5413,POA: Postal Areas,4: South Australia,2021,826
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7262: 7262,POA: Postal Areas,6: Tasmania,2021,1891
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5609: 5609,POA: Postal Areas,4: South Australia,2021,1961
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3586: 3586,POA: Postal Areas,2: Victoria,2021,799
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4721: 4721,POA: Postal Areas,3: Queensland,2021,3962
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2549: 2549,POA: Postal Areas,1: New South Wales,2021,4101
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2878: 2878,POA: Postal Areas,1: New South Wales,2021,286
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6102: 6102,POA: Postal Areas,5: Western Australia,2021,13949
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6511: 6511,POA: Postal Areas,5: Western Australia,2021,480
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6753: 6753,POA: Postal Areas,5: Western Australia,2021,6761
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2439: 2439,POA: Postal Areas,1: New South Wales,2021,4031
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3063: 3063,POA: Postal Areas,2: Victoria,2021,563
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3711: 3711,POA: Postal Areas,2: Victoria,2021,591
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3808: 3808,POA: Postal Areas,2: Victoria,2021,3147
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4416: 4416,POA: Postal Areas,3: Queensland,2021,412
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5251: 5251,POA: Postal Areas,4: South Australia,2021,19184
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2082: 2082,POA: Postal Areas,1: New South Wales,2021,5458
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3976: 3976,POA: Postal Areas,2: Victoria,2021,26082
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2726: 2726,POA: Postal Areas,1: New South Wales,2021,255
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3468: 3468,POA: Postal Areas,2: Victoria,2021,267
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4217: 4217,POA: Postal Areas,3: Queensland,2021,45197
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4718: 4718,POA: Postal Areas,3: Queensland,2021,2582
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3636: 3636,POA: Postal Areas,2: Victoria,2021,5375
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3818: 3818,POA: Postal Areas,2: Victoria,2021,17313
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7214: 7214,POA: Postal Areas,6: Tasmania,2021,630
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2539: 2539,POA: Postal Areas,1: New South Wales,2021,20305
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4307: 4307,POA: Postal Areas,3: Queensland,2021,1575
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7026: 7026,POA: Postal Areas,6: Tasmania,2021,1158
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3675: 3675,POA: Postal Areas,2: Victoria,2021,1936
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5171: 5171,POA: Postal Areas,4: South Australia,2021,6265
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6507: 6507,POA: Postal Areas,5: Western Australia,2021,530
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6623: 6623,POA: Postal Areas,5: Western Australia,2021,575
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2830: 2830,POA: Postal Areas,1: New South Wales,2021,44963
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3337: 3337,POA: Postal Areas,2: Victoria,2021,40724
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3277: 3277,POA: Postal Areas,2: Victoria,2021,1820
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4165: 4165,POA: Postal Areas,3: Queensland,2021,39491
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4498: 4498,POA: Postal Areas,3: Queensland,2021,188
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5410: 5410,POA: Postal Areas,4: South Australia,2021,319
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6154: 6154,POA: Postal Areas,5: Western Australia,2021,10621
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3549: 3549,POA: Postal Areas,2: Victoria,2021,4017
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7270: 7270,POA: Postal Areas,6: Tasmania,2021,4370
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4359: 4359,POA: Postal Areas,3: Queensland,2021,1388
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6229: 6229,POA: Postal Areas,5: Western Australia,2021,174
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5265: 5265,POA: Postal Areas,4: South Australia,2021,428
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3103: 3103,POA: Postal Areas,2: Victoria,2021,15621
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4111: 4111,POA: Postal Areas,3: Queensland,2021,1085
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6024: 6024,POA: Postal Areas,5: Western Australia,2021,13723
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6415: 6415,POA: Postal Areas,5: Western Australia,2021,2771
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3377: 3377,POA: Postal Areas,2: Victoria,2021,9602
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2344: 2344,POA: Postal Areas,1: New South Wales,2021,674
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7330: 7330,POA: Postal Areas,6: Tasmania,2021,6731
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6384: 6384,POA: Postal Areas,5: Western Australia,2021,25
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3712: 3712,POA: Postal Areas,2: Victoria,2021,354
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3131: 3131,POA: Postal Areas,2: Victoria,2021,23191
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3859: 3859,POA: Postal Areas,2: Victoria,2021,945
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5066: 5066,POA: Postal Areas,4: South Australia,2021,12237
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3075: 3075,POA: Postal Areas,2: Victoria,2021,23219
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5353: 5353,POA: Postal Areas,4: South Australia,2021,3922
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5254: 5254,POA: Postal Areas,4: South Australia,2021,2502
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3264: 3264,POA: Postal Areas,2: Victoria,2021,2254
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5279: 5279,POA: Postal Areas,4: South Australia,2021,557
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2583: 2583,POA: Postal Areas,1: New South Wales,2021,4604
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6076: 6076,POA: Postal Areas,5: Western Australia,2021,22308
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3579: 3579,POA: Postal Areas,2: Victoria,2021,5450
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6517: 6517,POA: Postal Areas,5: Western Australia,2021,407
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7112: 7112,POA: Postal Areas,6: Tasmania,2021,3496
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2840: 2840,POA: Postal Areas,1: New South Wales,2021,2389
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2627: 2627,POA: Postal Areas,1: New South Wales,2021,5263
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5419: 5419,POA: Postal Areas,4: South Australia,2021,245
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4563: 4563,POA: Postal Areas,3: Queensland,2021,9826
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3286: 3286,POA: Postal Areas,2: Victoria,2021,532
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2259: 2259,POA: Postal Areas,1: New South Wales,2021,66236
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3328: 3328,POA: Postal Areas,2: Victoria,2021,2308
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2880: 2880,POA: Postal Areas,1: New South Wales,2021,18097
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6125: 6125,POA: Postal Areas,5: Western Australia,2021,3622
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5341: 5341,POA: Postal Areas,4: South Australia,2021,7914
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4612: 4612,POA: Postal Areas,3: Queensland,2021,250
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2028: 2028,POA: Postal Areas,1: New South Wales,2021,4709
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6066: 6066,POA: Postal Areas,5: Western Australia,2021,18459
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7185: 7185,POA: Postal Areas,6: Tasmania,2021,139
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4680: 4680,POA: Postal Areas,3: Queensland,2021,55339
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6081: 6081,POA: Postal Areas,5: Western Australia,2021,4919
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2294: 2294,POA: Postal Areas,1: New South Wales,2021,2061
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3926: 3926,POA: Postal Areas,2: Victoria,2021,3421
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2050: 2050,POA: Postal Areas,1: New South Wales,2021,9381
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3915: 3915,POA: Postal Areas,2: Victoria,2021,10723
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5017: 5017,POA: Postal Areas,4: South Australia,2021,5200
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5008: 5008,POA: Postal Areas,4: South Australia,2021,14384
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6443: 6443,POA: Postal Areas,5: Western Australia,2021,722
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,0840: 0840,POA: Postal Areas,7: Northern Territory,2021,457
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2304: 2304,POA: Postal Areas,1: New South Wales,2021,15807
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3052: 3052,POA: Postal Areas,2: Victoria,2021,7297
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3622: 3622,POA: Postal Areas,2: Victoria,2021,537
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2019: 2019,POA: Postal Areas,1: New South Wales,2021,13467
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2160: 2160,POA: Postal Areas,1: New South Wales,2021,39388
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2335: 2335,POA: Postal Areas,1: New South Wales,2021,8124
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3071: 3071,POA: Postal Areas,2: Victoria,2021,19005
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5076: 5076,POA: Postal Areas,4: South Australia,2021,9619
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6286: 6286,POA: Postal Areas,5: Western Australia,2021,841
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3381: 3381,POA: Postal Areas,2: Victoria,2021,1401
