DATAFLOW,SEXP: Sex,PCHAR: Selected person characteristic,REGION: Region,REGION_TYPE: Region Type,STATE: State,TIME_PERIOD: Time Period,OBS_VALUE
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3200: 3200,POA: Postal Areas,2: Victoria,2021,5711
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2170: 2170,POA: Postal Areas,1: New South Wales,2021,114479
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5556: 5556,POA: Postal Areas,4: South Australia,2021,4426
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7173: 7173,POA: Postal Areas,6: Tasmania,2021,7509
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3975: 3975,POA: Postal Areas,2: Victoria,2021,18048
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2261: 2261,POA: Postal Areas,1: New South Wales,2021,55129
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3509: 3509,POA: Postal Areas,2: Victoria,2021,228
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3672: 3672,POA: Postal Areas,2: Victoria,2021,10822
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4362: 4362,POA: Postal Areas,3: Queensland,2021,2613
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5733: 5733,POA: Postal Areas,4: South Australia,2021,129
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6337: 6337,POA: Postal Areas,5: Western Australia,2021,545
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3106: 3106,POA: Postal Areas,2: Victoria,2021,16966
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3414: 3414,POA: Postal Areas,2: Victoria,2021,1719
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5069: 5069,POA: Postal Areas,4: South Australia,2021,8387
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6446: 6446,POA: Postal Areas,5: Western Australia,2021,113
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2094: 2094,POA: Postal Areas,1: New South Wales,2021,6141
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3488: 3488,POA: Postal Areas,2: Victoria,2021,89
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5019: 5019,POA: Postal Areas,4: South Australia,2021,9385
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2216: 2216,POA: Postal Areas,1: New South Wales,2021,28027
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3026: 3026,POA: Postal Areas,2: Victoria,2021,8770
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5213: 5213,POA: Postal Areas,4: South Australia,2021,1298
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6575: 6575,POA: Postal Areas,5: Western Australia,2021,101
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6361: 6361,POA: Postal Areas,5: Western Australia,2021,102
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6123: 6123,POA: Postal Areas,5: Western Australia,2021,2253
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7183: 7183,POA: Postal Areas,6: Tasmania,2021,42
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3166: 3166,POA: Postal Areas,2: Victoria,2021,24753
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4272: 4272,POA: Postal Areas,3: Queensland,2021,8105
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6519: 6519,POA: Postal Areas,5: Western Australia,2021,575
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2070: 2070,POA: Postal Areas,1: New South Wales,2021,14648
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5047: 5047,POA: Postal Areas,4: South Australia,2021,8981
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2257: 2257,POA: Postal Areas,1: New South Wales,2021,30403
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6165: 6165,POA: Postal Areas,5: Western Australia,2021,64
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4706: 4706,POA: Postal Areas,3: Queensland,2021,72
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2333: 2333,POA: Postal Areas,1: New South Wales,2021,13795
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6326: 6326,POA: Postal Areas,5: Western Australia,2021,514
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3049: 3049,POA: Postal Areas,2: Victoria,2021,9812
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4886: 4886,POA: Postal Areas,3: Queensland,2021,965
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7116: 7116,POA: Postal Areas,6: Tasmania,2021,2490
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2400: 2400,POA: Postal Areas,1: New South Wales,2021,9708
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3957: 3957,POA: Postal Areas,2: Victoria,2021,310
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3878: 3878,POA: Postal Areas,2: Victoria,2021,1306
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4510: 4510,POA: Postal Areas,3: Queensland,2021,55940
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4561: 4561,POA: Postal Areas,3: Queensland,2021,8637
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2818: 2818,POA: Postal Areas,1: New South Wales,2021,849
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3525: 3525,POA: Postal Areas,2: Victoria,2021,1369
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4798: 4798,POA: Postal Areas,3: Queensland,2021,691
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2629: 2629,POA: Postal Areas,1: New South Wales,2021,534
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3726: 3726,POA: Postal Areas,2: Victoria,2021,411
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4344: 4344,POA: Postal Areas,3: Queensland,2021,2709
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7466: 7466,POA: Postal Areas,6: Tasmania,2021,32
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4153: 4153,POA: Postal Areas,3: Queensland,2021,4498
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2480: 2480,POA: Postal Areas,1: New South Wales,2021,45938
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3116: 3116,POA: Postal Areas,2: Victoria,2021,11779
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2659: 2659,POA: Postal Areas,1: New South Wales,2021,871
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5482: 5482,POA: Postal Areas,4: South Australia,2021,482
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6026: 6026,POA: Postal Areas,5: Western Australia,2021,22781
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6035: 6035,POA: Postal Areas,5: Western Australia,2021,11022
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3840: 3840,POA: Postal Areas,2: Victoria,2021,17225
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3379: 3379,POA: Postal Areas,2: Victoria,2021,749
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3228: 3228,POA: Postal Areas,2: Victoria,2021,24181
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3392: 3392,POA: Postal Areas,2: Victoria,2021,584
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3238: 3238,POA: Postal Areas,2: Victoria,2021,251
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3697: 3697,POA: Postal Areas,2: Victoria,2021,568
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3512: 3512,POA: Postal Areas,2: Victoria,2021,369
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2134: 2134,POA: Postal Areas,1: New South Wales,2021,18224
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2167: 2167,POA: Postal Areas,1: New South Wales,2021,10536
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2452: 2452,POA: Postal Areas,1: New South Wales,2021,15260
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2489: 2489,POA: Postal Areas,1: New South Wales,2021,7894
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2759: 2759,POA: Postal Areas,1: New South Wales,2021,26434
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5141: 5141,POA: Postal Areas,4: South Australia,2021,772
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4744: 4744,POA: Postal Areas,3: Queensland,2021,9425
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3202: 3202,POA: Postal Areas,2: Victoria,2021,2826
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4078: 4078,POA: Postal Areas,3: Queensland,2021,26263
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2386: 2386,POA: Postal Areas,1: New South Wales,2021,293
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3432: 3432,POA: Postal Areas,2: Victoria,2021,185
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5095: 5095,POA: Postal Areas,4: South Australia,2021,21372
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6252: 6252,POA: Postal Areas,5: Western Australia,2021,149
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4390: 4390,POA: Postal Areas,3: Queensland,2021,6719
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5713: 5713,POA: Postal Areas,4: South Australia,2021,20
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6232: 6232,POA: Postal Areas,5: Western Australia,2021,11402
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3155: 3155,POA: Postal Areas,2: Victoria,2021,23660
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2769: 2769,POA: Postal Areas,1: New South Wales,2021,16315
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4859: 4859,POA: Postal Areas,3: Queensland,2021,528
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3472: 3472,POA: Postal Areas,2: Victoria,2021,1492
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3775: 3775,POA: Postal Areas,2: Victoria,2021,4080
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2722: 2722,POA: Postal Areas,1: New South Wales,2021,3418
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3175: 3175,POA: Postal Areas,2: Victoria,2021,53545
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5131: 5131,POA: Postal Areas,4: South Australia,2021,979
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2158: 2158,POA: Postal Areas,1: New South Wales,2021,8937
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3787: 3787,POA: Postal Areas,2: Victoria,2021,961
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4035: 4035,POA: Postal Areas,3: Queensland,2021,27323
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4423: 4423,POA: Postal Areas,3: Queensland,2021,197
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4462: 4462,POA: Postal Areas,3: Queensland,2021,128
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5602: 5602,POA: Postal Areas,4: South Australia,2021,1349
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2729: 2729,POA: Postal Areas,1: New South Wales,2021,1622
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4019: 4019,POA: Postal Areas,3: Queensland,2021,20576
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5630: 5630,POA: Postal Areas,4: South Australia,2021,129
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6722: 6722,POA: Postal Areas,5: Western Australia,2021,11305
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2803: 2803,POA: Postal Areas,1: New South Wales,2021,286
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2447: 2447,POA: Postal Areas,1: New South Wales,2021,7809
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2620: 2620,POA: Postal Areas,1: New South Wales,2021,45604
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6716: 6716,POA: Postal Areas,5: Western Australia,2021,1084
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3335: 3335,POA: Postal Areas,2: Victoria,2021,6195
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3544: 3544,POA: Postal Areas,2: Victoria,2021,252
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3891: 3891,POA: Postal Areas,2: Victoria,2021,121
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2130: 2130,POA: Postal Areas,1: New South Wales,2021,7288
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4127: 4127,POA: Postal Areas,3: Queensland,2021,27206
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3198: 3198,POA: Postal Areas,2: Victoria,2021,17215
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2302: 2302,POA: Postal Areas,1: New South Wales,2021,1411
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7267: 7267,POA: Postal Areas,6: Tasmania,2021,805
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6221: 6221,POA: Postal Areas,5: Western Australia,2021,291
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2061: 2061,POA: Postal Areas,1: New South Wales,2021,6158
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4378: 4378,POA: Postal Areas,3: Queensland,2021,571
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2541: 2541,POA: Postal Areas,1: New South Wales,2021,28038
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3059: 3059,POA: Postal Areas,2: Victoria,2021,21274
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7030: 7030,POA: Postal Areas,6: Tasmania,2021,19720
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2625: 2625,POA: Postal Areas,1: New South Wales,2021,400
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4854: 4854,POA: Postal Areas,3: Queensland,2021,5525
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5086: 5086,POA: Postal Areas,4: South Australia,2021,17619
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5234: 5234,POA: Postal Areas,4: South Australia,2021,1376
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5173: 5173,POA: Postal Areas,4: South Australia,2021,13213
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4735: 4735,POA: Postal Areas,3: Queensland,2021,960
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6510: 6510,POA: Postal Areas,5: Western Australia,2021,1940
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2206: 2206,POA: Postal Areas,1: New South Wales,2021,19730
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7055: 7055,POA: Postal Areas,6: Tasmania,2021,540
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6375: 6375,POA: Postal Areas,5: Western Australia,2021,880
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3193: 3193,POA: Postal Areas,2: Victoria,2021,20207
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4501: 4501,POA: Postal Areas,3: Queensland,2021,5905
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7261: 7261,POA: Postal Areas,6: Tasmania,2021,244
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5412: 5412,POA: Postal Areas,4: South Australia,2021,1191
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3678: 3678,POA: Postal Areas,2: Victoria,2021,6568
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4384: 4384,POA: Postal Areas,3: Queensland,2021,49
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2550: 2550,POA: Postal Areas,1: New South Wales,2021,16936
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2874: 2874,POA: Postal Areas,1: New South Wales,2021,369
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3002: 3002,POA: Postal Areas,2: Victoria,2021,4896
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4226: 4226,POA: Postal Areas,3: Queensland,2021,37266
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4725: 4725,POA: Postal Areas,3: Queensland,2021,1540
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6419: 6419,POA: Postal Areas,5: Western Australia,2021,51
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2828: 2828,POA: Postal Areas,1: New South Wales,2021,798
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3129: 3129,POA: Postal Areas,2: Victoria,2021,17946
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3275: 3275,POA: Postal Areas,2: Victoria,2021,490
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3624: 3624,POA: Postal Areas,2: Victoria,2021,563
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3971: 3971,POA: Postal Areas,2: Victoria,2021,4195
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6515: 6515,POA: Postal Areas,5: Western Australia,2021,323
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2609: 2609,POA: Postal Areas,8: Australian Capital Territory,2021,1136
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2026: 2026,POA: Postal Areas,1: New South Wales,2021,32693
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3089: 3089,POA: Postal Areas,2: Victoria,2021,12503
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3581: 3581,POA: Postal Areas,2: Victoria,2021,147
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3688: 3688,POA: Postal Areas,2: Victoria,2021,1334
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6064: 6064,POA: Postal Areas,5: Western Australia,2021,31068
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6210: 6210,POA: Postal Areas,5: Western Australia,2021,75034
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2354: 2354,POA: Postal Areas,1: New South Wales,2021,3484
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5074: 5074,POA: Postal Areas,4: South Australia,2021,14380
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4163: 4163,POA: Postal Areas,3: Queensland,2021,15850
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5267: 5267,POA: Postal Areas,4: South Australia,2021,2026
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5417: 5417,POA: Postal Areas,4: South Australia,2021,1501
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2868: 2868,POA: Postal Areas,1: New South Wales,2021,579
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4626: 4626,POA: Postal Areas,3: Queensland,2021,1992
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6106: 6106,POA: Postal Areas,5: Western Australia,2021,16
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3312: 3312,POA: Postal Areas,2: Victoria,2021,1023
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3886: 3886,POA: Postal Areas,2: Victoria,2021,415
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5033: 5033,POA: Postal Areas,4: South Australia,2021,8870
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3928: 3928,POA: Postal Areas,2: Victoria,2021,453
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4220: 4220,POA: Postal Areas,3: Queensland,2021,32574
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5321: 5321,POA: Postal Areas,4: South Australia,2021,547
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,0838: 0838,POA: Postal Areas,7: Northern Territory,2021,870
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6059: 6059,POA: Postal Areas,5: Western Australia,2021,24169
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2581: 2581,POA: Postal Areas,1: New South Wales,2021,2507
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3903: 3903,POA: Postal Areas,2: Victoria,2021,861
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6432: 6432,POA: Postal Areas,5: Western Australia,2021,7150
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4614: 4614,POA: Postal Areas,3: Queensland,2021,1226
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2296: 2296,POA: Postal Areas,1: New South Wales,2021,2026
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3095: 3095,POA: Postal Areas,2: Victoria,2021,28373
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,0832: 0832,POA: Postal Areas,7: Northern Territory,2021,18727
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3634: 3634,POA: Postal Areas,2: Victoria,2021,1888
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6111: 6111,POA: Postal Areas,5: Western Australia,2021,23639
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6465: 6465,POA: Postal Areas,5: Western Australia,2021,42
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5333: 5333,POA: Postal Areas,4: South Australia,2021,6121
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3054: 3054,POA: Postal Areas,2: Victoria,2021,8186
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2066: 2066,POA: Postal Areas,1: New South Wales,2021,33844
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3270: 3270,POA: Postal Areas,2: Victoria,2021,322
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5010: 5010,POA: Postal Areas,4: South Australia,2021,6109
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2113: 2113,POA: Postal Areas,1: New South Wales,2021,27637
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2233: 2233,POA: Postal Areas,1: New South Wales,2021,29960
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3518: 3518,POA: Postal Areas,2: Victoria,2021,1321
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3687: 3687,POA: Postal Areas,2: Victoria,2021,1061
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2763: 2763,POA: Postal Areas,1: New South Wales,2021,33197
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2485: 2485,POA: Postal Areas,1: New South Wales,2021,15349
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2576: 2576,POA: Postal Areas,1: New South Wales,2021,14189
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4869: 4869,POA: Postal Areas,3: Queensland,2021,20619
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5554: 5554,POA: Postal Areas,4: South Australia,2021,5389
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6568: 6568,POA: Postal Areas,5: Western Australia,2021,210
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,7140: 7140,POA: Postal Areas,6: Tasmania,2021,12069
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2369: 2369,POA: Postal Areas,1: New South Wales,2021,871
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4025: 4025,POA: Postal Areas,3: Queensland,2021,309
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2221: 2221,POA: Postal Areas,1: New South Wales,2021,17065
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6743: 6743,POA: Postal Areas,5: Western Australia,2021,6455
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4118: 4118,POA: Postal Areas,3: Queensland,2021,31493
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5322: 5322,POA: Postal Areas,4: South Australia,2021,942
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2640: 2640,POA: Postal Areas,1: New South Wales,2021,39879
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3387: 3387,POA: Postal Areas,2: Victoria,2021,289
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4671: 4671,POA: Postal Areas,3: Queensland,2021,6285
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2792: 2792,POA: Postal Areas,1: New South Wales,2021,386
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5471: 5471,POA: Postal Areas,4: South Australia,2021,80
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5607: 5607,POA: Postal Areas,4: South Australia,2021,5360
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2607: 2607,POA: Postal Areas,8: Australian Capital Territory,2021,14717
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3558: 3558,POA: Postal Areas,2: Victoria,2021,971
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3301: 3301,POA: Postal Areas,2: Victoria,2021,1267
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3171: 3171,POA: Postal Areas,2: Victoria,2021,22174
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,5555: 5555,POA: Postal Areas,4: South Australia,2021,518
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6031: 6031,POA: Postal Areas,5: Western Australia,2021,18645
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2088: 2088,POA: Postal Areas,1: New South Wales,2021,28329
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3233: 3233,POA: Postal Areas,2: Victoria,2021,2363
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,6110: 6110,POA: Postal Areas,5: Western Australia,2021,44873
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,3559: 3559,POA: Postal Areas,2: Victoria,2021,563
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,4478: 4478,POA: Postal Areas,3: Queensland,2021,500
ABS:C21_G01_POA(1.0.0),3: Persons,P_1: Total persons,2140: 2140,POA: Postal Areas,1: New South Wales,2021,20766
