Postcode,House,Semi-detached,Apartment,Other dwelling,"No bedrooms (studios, etc)",1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 bedrooms,6 or more bedrooms,Couple with no children,Couple with children,One parent with children,Other family,Sole person household,Group household,People with Mental Health Conditions,Total People,State
2232,13823,3350,9804,32,49,2466,12897,10108,5938,1634,248,8769,10474,3512,275,9655,990,3011,35304,1: New South Wales
2233,16503,1516,2090,91,32,632,3203,8453,7214,1934,384,5918,9396,2300,144,4056,259,2433,29960,1: New South Wales
2234,16847,2257,440,0,13,162,857,6461,9807,2965,493,5734,10070,2253,110,2551,195,2093,30648,1: New South Wales
2250,37707,7520,8703,95,411,3244,16052,23333,13616,3632,971,15811,16970,7608,566,19355,2038,7967,71168,1: New South Wales
2251,20879,2627,1388,306,42,809,5275,9530,8373,2379,502,7972,8393,2958,162,7390,501,3069,33721,1: New South Wales
2256,9379,3172,800,208,110,1007,4212,6851,2395,553,144,4121,3053,2031,205,5775,505,1878,16039,1: New South Wales
2257,18233,4320,1631,546,174,1216,6614,12150,5411,1492,270,8013,6158,3510,289,9221,873,3090,30403,1: New South Wales
2258,2959,656,22,6,6,93,534,1600,1168,430,128,1128,1390,495,39,849,100,567,5253,1: New South Wales
2259,42448,3041,1110,389,147,1452,6806,17044,18613,3354,905,13431,14980,7278,471,11767,1418,7825,66236,1: New South Wales
2260,14416,1438,2498,0,73,478,2973,7323,6498,2363,466,6214,6904,2080,101,4439,603,1794,25845,1: New South Wales
2261,31035,6534,4380,287,193,2421,11595,18463,11046,2690,622,12477,12115,6687,460,14829,1384,5954,55129,1: New South Wales
2262,15170,344,375,224,33,384,2864,7261,4663,837,164,4248,4226,2840,188,4546,543,2847,21411,1: New South Wales
2263,15795,2036,2090,71,157,1017,6241,9104,4049,924,197,5373,4228,3481,277,7976,787,3360,24554,1: New South Wales
2264,11342,943,213,22,37,323,2499,5115,4041,775,157,4095,3094,1740,138,3681,417,2183,16162,1: New South Wales
2265,4553,509,183,3,18,235,1018,1518,2195,409,120,1694,1800,541,25,1413,154,821,7464,1: New South Wales
2267,2093,153,112,25,8,154,528,1017,655,112,22,989,519,234,8,750,48,308,2920,1: New South Wales
2278,1751,4,4,0,0,14,134,889,529,138,32,494,725,218,16,264,41,311,2565,1: New South Wales
2280,16889,2343,1558,190,51,1356,4399,8966,6269,1403,220,6743,6396,2796,209,6470,446,2977,27183,1: New South Wales
2281,9941,991,1156,63,43,717,3087,4728,3446,836,154,4120,3272,1628,128,3825,257,1591,15323,1: New South Wales
2282,9645,2038,675,4,14,326,3102,4978,4000,1084,150,4280,4066,1379,105,3662,256,1639,16146,1: New South Wales
2283,16511,1635,594,73,30,780,3199,9095,5257,1076,186,6440,4883,2643,173,5474,380,3100,24419,1: New South Wales
2284,8165,982,218,112,25,537,2161,4104,2640,434,83,2693,2746,1377,121,2912,303,1631,12612,1: New South Wales
2285,22065,1630,869,30,37,919,4065,10388,8633,1249,218,6513,8808,3332,266,6231,678,4392,33869,1: New South Wales
2286,3282,71,15,15,0,45,320,1925,896,167,38,1010,1141,452,38,669,103,631,4690,1: New South Wales
2287,24978,3760,801,42,96,1163,5423,13708,9033,1747,375,7853,10105,3987,402,7825,1716,5215,40845,1: New South Wales
2289,12647,1374,860,24,19,479,3115,7182,4057,895,133,4193,5339,1679,218,3897,719,2137,20257,1: New South Wales
2290,21660,3562,1300,9,27,1319,5889,12973,6766,1427,237,7454,8451,3698,257,8165,964,4048,34912,1: New South Wales
2291,6949,2051,1938,0,48,954,3674,4409,2855,778,100,3590,3564,940,131,3764,933,1264,14279,1: New South Wales
2292,1620,313,200,15,0,190,812,1041,273,48,20,560,504,282,50,800,217,371,2622,1: New South Wales
2293,1195,906,840,32,20,486,1406,1662,219,5,20,1180,578,321,51,1361,405,452,3302,1: New South Wales
2294,1062,508,125,0,12,164,677,992,140,23,6,553,382,237,8,682,192,256,2061,1: New South Wales
2295,5842,265,337,13,53,366,1768,2264,1953,261,23,2051,1735,659,58,2132,173,878,8091,1: New South Wales
2296,1017,553,209,21,62,227,864,856,153,29,0,528,369,215,38,777,270,317,2026,1: New South Wales
2297,1170,103,79,0,0,98,416,721,161,35,7,412,348,188,13,357,133,219,1801,1: New South Wales
2298,5879,1043,942,32,101,850,2570,3940,934,200,112,2131,1684,1073,150,2996,856,1470,10141,1: New South Wales
2299,6431,1486,1096,12,75,878,2906,4103,1542,440,151,2269,2452,1316,169,3271,857,1490,11905,1: New South Wales
2300,1442,2938,6918,56,266,3232,6465,4724,1098,276,99,4641,2010,1041,161,6787,1722,1400,12058,1: New South Wales
2302,8,13,1430,20,39,524,1146,465,4,0,14,668,203,82,20,1094,162,146,1411,1: New South Wales
2303,4893,1426,1537,55,176,1032,2834,3478,1378,290,68,2126,1936,882,131,3636,753,1253,9710,1: New South Wales
2304,9691,2256,738,128,83,1412,4263,6358,1656,284,97,3394,2935,1679,226,5144,1079,2569,15807,1: New South Wales
2305,8153,1168,700,13,19,594,2812,4476,2258,614,80,2515,3336,1323,126,3241,425,1467,13108,1: New South Wales
2306,1986,448,216,0,31,419,604,1601,204,11,6,437,405,765,64,1207,112,689,3421,1: New South Wales
2307,2587,1052,66,0,33,208,1280,2129,442,104,46,1186,794,518,75,1328,384,662,4537,1: New South Wales
2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,1358,1: New South Wales
2311,654,0,3,25,4,41,87,340,166,36,8,252,203,70,8,182,10,73,913,1: New South Wales
2312,1069,0,0,3,16,40,130,447,332,74,28,369,298,154,8,200,40,164,1500,1: New South Wales
2315,7883,3286,1338,36,13,478,2989,6305,4010,781,136,5525,2806,1520,78,4619,400,1435,15287,1: New South Wales
2316,4443,549,25,77,8,120,1188,2280,1366,298,109,2012,1337,532,31,1419,123,653,6577,1: New South Wales
2317,3381,1538,499,163,13,237,1521,2841,1555,326,41,2383,1168,662,64,2354,127,709,6553,1: New South Wales
2318,8909,312,35,17,10,100,1025,2833,4328,823,236,3042,3474,1064,54,1706,126,1557,13667,1: New South Wales
2319,5054,419,37,41,13,128,712,2944,1617,246,40,1929,1190,760,45,1646,196,941,6887,1: New South Wales
2320,24823,2236,429,205,62,911,3570,10163,11685,1954,421,7813,9672,3970,286,6743,684,4907,39163,1: New South Wales
2321,12503,1078,87,257,16,168,1941,4068,7117,867,209,4408,5283,1696,115,2860,270,2393,19857,1: New South Wales
2322,16163,856,137,125,21,392,1821,6972,7232,938,187,4826,6227,2419,224,3627,567,3017,24373,1: New South Wales
2323,16476,2609,936,24,65,1156,3823,8989,6304,1037,181,5600,5838,2981,232,6623,559,3714,26051,1: New South Wales
2324,16867,2062,249,482,133,682,3903,8572,6030,941,242,6786,4587,2835,224,6033,620,3310,25443,1: New South Wales
2325,19303,1994,288,92,67,989,4355,10054,5768,1019,280,5837,5904,3884,246,6416,605,4095,31073,1: New South Wales
2326,5364,168,44,16,6,216,999,2766,1265,295,62,1437,1734,914,90,1384,155,1104,7871,1: New South Wales
2327,5214,691,226,0,28,312,1627,3300,1031,176,35,1516,1512,1152,79,2178,181,1213,7830,1: New South Wales
2328,1695,145,47,12,21,45,365,802,571,128,46,582,562,218,22,627,35,230,2506,1: New South Wales
2329,1472,41,8,4,6,52,248,644,442,104,24,483,393,163,12,466,38,188,2138,1: New South Wales
2330,13297,1218,468,191,44,540,2148,6190,5622,1048,240,4283,5282,1862,144,4160,401,2135,21445,1: New South Wales
2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,1: New South Wales
2333,8943,1046,68,56,21,417,1358,4212,3701,675,115,2719,2928,1413,115,3234,307,1522,13795,1: New South Wales
2334,2217,79,6,0,0,31,231,947,947,144,30,588,895,281,13,511,68,379,3349,1: New South Wales
2335,5118,335,32,9,4,82,438,1996,2570,452,82,1599,2220,714,45,1003,81,800,8124,1: New South Wales
2336,1881,80,0,73,8,67,325,927,587,132,8,689,573,183,6,620,48,256,2589,1: New South Wales
2337,5437,632,61,27,8,249,1047,2596,2003,416,83,1938,1824,636,45,1896,220,607,8060,1: New South Wales
2338,1136,12,0,23,6,70,173,598,254,37,17,410,234,77,0,445,31,131,1403,1: New South Wales
2339,511,0,0,0,0,22,70,238,152,16,8,178,148,52,14,130,21,52,718,1: New South Wales
2340,33651,4159,759,159,166,1752,7098,15746,12990,2391,525,10992,10755,5351,477,12494,1352,5583,52436,1: New South Wales
2341,1187,6,25,0,0,48,280,635,203,36,0,335,213,181,34,449,29,181,1478,1: New South Wales
2342,312,6,0,0,0,10,32,127,105,28,10,98,124,18,8,74,10,40,465,1: New South Wales
2343,3410,116,52,10,16,83,527,1706,1037,173,53,1131,878,403,40,1149,87,377,4858,1: New South Wales
2344,503,0,0,0,0,8,38,164,232,54,0,216,142,32,0,102,6,54,674,1: New South Wales
2345,524,0,0,9,4,16,53,245,148,43,14,184,163,40,8,140,10,69,707,1: New South Wales
2346,2261,84,0,26,10,69,403,1184,529,128,36,661,503,339,43,819,55,353,3033,1: New South Wales
2347,1559,17,19,18,10,53,302,818,341,54,18,503,270,147,28,636,46,192,1865,1: New South Wales
2350,16477,2169,921,70,63,1201,4319,8206,5418,1381,359,5873,4942,2259,198,7086,889,2647,26911,1: New South Wales
2352,2121,53,15,3,6,26,221,1059,745,106,34,662,672,304,8,528,48,338,2950,1: New South Wales
2353,755,0,53,24,8,50,130,395,207,49,6,271,216,90,15,274,14,129,1201,1: New South Wales
2354,2589,8,81,22,14,126,456,1185,711,159,48,1037,641,165,26,868,36,248,3484,1: New South Wales
2355,515,0,0,8,0,47,107,216,118,24,3,184,102,39,0,182,18,72,627,1: New South Wales
2356,91,0,0,0,0,0,20,42,24,0,0,14,16,8,0,34,8,0,124,1: New South Wales
2357,2739,11,131,18,28,133,437,1353,749,163,58,934,598,382,30,960,56,365,4069,1: New South Wales
2358,2735,106,36,45,17,126,501,1420,699,147,65,955,677,379,28,941,62,403,3727,1: New South Wales
2359,463,0,0,0,4,18,70,216,106,30,8,162,124,40,10,110,16,71,710,1: New South Wales
2360,9938,938,112,80,66,556,1815,5009,3074,642,130,3437,2681,1474,136,3622,328,1323,14995,1: New South Wales
2361,705,9,5,8,0,38,113,338,160,42,15,256,139,67,8,239,17,86,927,1: New South Wales
2365,2606,46,29,50,28,76,400,1164,824,150,42,858,668,238,32,887,95,275,3762,1: New South Wales
2369,641,0,0,6,0,35,134,284,147,22,6,189,120,126,18,181,21,85,871,1: New South Wales
2370,5701,318,138,63,36,377,1178,2932,1474,220,81,1955,1213,714,60,2385,162,841,7785,1: New South Wales
2371,971,0,8,18,24,94,213,431,190,31,0,360,148,62,0,392,22,140,1158,1: New South Wales
2372,3872,45,127,36,49,229,752,1881,961,159,39,1517,664,387,22,1505,106,518,4789,1: New South Wales
2379,173,0,3,10,8,0,26,65,58,14,4,47,83,16,0,39,10,15,291,1: New South Wales
2380,7174,707,164,39,40,215,1457,3486,2613,449,115,2194,2352,998,113,2629,272,903,11118,1: New South Wales
2381,915,0,0,0,0,31,122,384,272,76,10,277,256,126,8,213,26,95,1302,1: New South Wales
2382,962,29,0,4,0,54,162,446,236,56,29,308,257,91,6,323,32,125,1381,1: New South Wales
2386,191,0,0,0,0,10,32,68,48,18,12,74,56,6,0,44,18,15,293,1: New South Wales
2387,127,0,0,0,0,6,16,58,22,14,14,48,34,0,0,28,6,4,201,1: New South Wales
2388,1591,109,6,27,12,82,316,718,506,131,22,448,475,230,9,593,56,182,2554,1: New South Wales
2390,5508,635,45,30,32,267,1186,2682,1816,339,104,1943,1723,709,65,1951,184,648,8540,1: New South Wales
2395,600,7,0,0,8,29,124,271,109,30,14,193,101,52,10,243,16,54,725,1: New South Wales
2396,580,4,11,9,0,23,145,276,163,11,0,184,132,66,6,226,22,68,834,1: New South Wales
2397,202,0,0,6,0,8,37,100,43,18,0,57,52,14,0,67,6,12,286,1: New South Wales
2398,103,0,0,0,0,0,6,36,38,14,8,49,40,10,0,19,0,7,248,1: New South Wales
2399,304,39,0,5,0,17,57,161,92,31,18,152,107,44,4,84,6,52,623,1: New South Wales
2400,5323,825,143,52,59,308,1245,2747,1831,341,100,1835,1699,840,100,2145,230,607,9708,1: New South Wales
2401,218,0,0,0,0,4,22,88,74,16,12,56,70,28,0,51,0,22,299,1: New South Wales
2402,1332,17,21,3,10,67,230,641,314,60,14,429,282,152,14,478,44,185,1745,1: New South Wales
2403,466,0,0,0,0,16,58,228,129,28,6,171,126,62,0,106,0,37,719,1: New South Wales
2404,1365,25,0,26,10,61,313,651,266,68,26,541,219,170,16,479,36,167,1676,1: New South Wales
2405,257,0,0,4,0,11,26,112,80,22,5,72,85,15,0,88,8,18,500,1: New South Wales
2406,485,33,0,8,8,48,78,203,150,28,16,139,96,62,12,206,13,48,705,1: New South Wales
2408,182,0,0,0,0,0,8,58,61,29,14,66,60,8,0,50,0,0,310,1: New South Wales
2409,465,0,18,12,0,18,95,143,174,46,21,100,128,124,6,149,8,56,1072,1: New South Wales
2410,161,0,0,0,0,14,23,80,38,6,0,59,40,6,6,48,0,9,240,1: New South Wales
2411,44,0,0,0,0,0,3,17,26,0,0,18,26,0,0,10,0,4,104,1: New South Wales
2415,290,0,0,0,0,8,60,128,68,12,0,110,92,22,0,68,8,29,429,1: New South Wales
2420,3088,101,7,12,16,131,644,1441,798,155,59,1053,778,352,31,1019,67,406,4016,1: New South Wales
2421,1414,0,0,0,0,49,131,477,530,156,40,492,560,105,14,263,14,195,2069,1: New South Wales
2422,4396,160,67,41,49,220,808,2144,1219,205,51,1739,888,487,40,1535,113,548,5608,1: New South Wales
2423,2506,14,3,38,30,90,395,1210,634,101,34,937,482,297,20,755,89,371,3297,1: New South Wales
2424,346,0,0,0,12,38,48,155,59,20,12,96,87,56,6,98,12,56,480,1: New South Wales
2425,1406,10,0,3,14,54,235,594,404,82,25,464,450,104,14,383,24,181,2018,1: New South Wales
2426,595,0,6,5,6,16,104,281,133,30,9,185,153,80,18,150,38,109,850,1: New South Wales
2427,2650,241,142,203,16,151,600,1501,1056,58,16,1656,375,282,29,1146,57,394,3463,1: New South Wales
2428,14751,3405,3490,453,114,1447,7136,10796,4654,817,164,8763,3638,2616,206,9856,771,2916,25187,1: New South Wales
2429,7205,201,115,34,65,362,1235,3568,1834,358,120,2449,1748,1001,63,2279,215,1131,9650,1: New South Wales
2430,24436,2501,1552,459,166,1445,6268,12632,7920,1440,335,9760,6161,3962,324,10150,935,4431,36841,1: New South Wales
2431,4013,230,552,38,9,130,1195,2445,1171,159,28,2049,816,512,38,1686,166,636,5628,1: New South Wales
2439,3064,41,9,0,9,49,643,1159,864,186,42,1312,739,333,16,666,72,440,4031,1: New South Wales
2440,14967,349,729,223,147,870,3306,7515,3665,727,203,4741,3700,2683,263,5049,571,2657,23166,1: New South Wales
2441,3109,0,35,11,26,147,616,1335,733,158,80,1025,806,382,30,856,110,503,4288,1: New South Wales
2443,5858,1132,450,429,35,470,2203,3613,1388,267,54,3362,1122,736,42,3395,230,1012,8739,1: New South Wales
2444,28177,7239,6019,268,126,2540,12596,18931,10862,2164,373,14824,9876,5359,404,16427,1679,5966,51117,1: New South Wales
2445,5412,215,120,3,13,99,1052,2059,2232,344,74,2351,1473,570,30,1368,97,683,7350,1: New South Wales
2446,10012,669,86,39,35,256,1640,4642,3509,738,217,3573,3161,1518,95,2612,291,1667,15054,1: New South Wales
2447,5533,171,104,158,60,236,915,2797,1612,291,64,1994,1443,753,64,1787,165,790,7809,1: New South Wales
2448,6520,839,660,164,87,653,2641,3421,1596,333,78,2679,1414,1001,107,3645,284,1176,9618,1: New South Wales
2449,1564,30,22,20,24,75,313,790,351,42,16,480,325,267,24,492,63,233,2165,1: New South Wales
2450,25409,4331,4751,682,220,2236,8947,15032,9894,2264,583,11525,9600,5046,353,12219,1487,5132,47335,1: New South Wales
2452,8913,1935,1178,125,61,454,3338,6148,2891,510,95,3691,2977,2008,149,4544,441,1794,15260,1: New South Wales
2453,2269,42,22,43,37,159,450,1089,506,83,24,843,438,206,12,851,67,243,2787,1: New South Wales
2454,5467,193,25,88,55,397,1037,2466,1501,305,87,1758,1554,801,52,1578,228,834,7953,1: New South Wales
2455,2170,151,259,65,22,160,753,1174,548,113,34,925,471,379,16,1013,115,354,3185,1: New South Wales
2456,11340,752,223,203,83,554,2479,4886,3846,734,208,4139,3555,1583,108,3257,541,1678,17141,1: New South Wales
2460,20179,1184,1266,417,193,1346,4356,10530,5853,1252,294,7116,5359,3331,306,7610,842,3732,31079,1: New South Wales
2462,1828,39,44,139,26,147,494,889,421,83,10,776,398,235,22,661,63,293,2529,1: New South Wales
2463,5908,224,112,157,43,269,858,2925,1975,301,64,2486,1523,650,71,1748,168,936,8304,1: New South Wales
2464,4655,982,344,99,13,208,1719,3207,1252,166,32,2526,1103,637,43,2211,216,660,7058,1: New South Wales
2465,267,0,0,0,8,6,43,116,84,6,0,70,64,48,0,77,18,32,346,1: New South Wales
2466,1220,250,71,151,13,131,601,783,230,50,0,715,168,175,19,746,76,182,1765,1: New South Wales
2469,3139,5,14,188,104,356,706,1310,671,96,47,1223,572,354,50,1167,118,437,4359,1: New South Wales
2470,10221,696,461,147,88,461,2351,5271,3001,516,135,3501,2790,1658,145,3789,321,1683,15477,1: New South Wales
2471,1739,40,4,11,13,38,268,837,468,118,36,573,537,233,26,397,79,286,2821,1: New South Wales
2472,1283,46,0,126,34,141,314,650,280,47,16,453,390,173,12,449,75,215,1987,1: New South Wales
2473,1659,853,182,102,35,206,1028,1285,542,119,18,1102,528,353,26,1248,91,340,3203,1: New South Wales
2474,4943,26,180,63,86,340,1188,2258,1143,174,53,1624,1032,665,42,1792,184,692,6492,1: New South Wales
2475,321,0,0,6,6,30,66,119,72,14,6,106,60,36,0,121,12,40,399,1: New South Wales
2476,653,4,6,37,23,47,137,276,138,34,6,255,102,73,6,257,16,61,847,1: New South Wales
2477,8231,1323,284,105,33,360,2022,4363,3021,610,156,3370,2753,1282,99,3032,304,1308,12899,1: New South Wales
2478,17073,6213,1551,683,100,1276,7355,12172,6617,1260,233,8869,6585,3442,252,9481,1231,3229,32053,1: New South Wales
2479,3684,49,45,30,28,257,510,1478,1146,276,106,1213,1318,387,20,741,203,424,5780,1: New South Wales
2480,29748,3403,1628,546,430,2334,7734,15537,8961,1890,451,9709,8593,5293,385,12481,1777,5654,45938,1: New South Wales
2481,6567,2011,639,367,215,1162,2062,4326,2293,537,168,3009,2376,1068,71,3302,1327,924,13659,1: New South Wales
2482,4465,134,186,65,86,533,1016,2000,1015,242,67,1225,1258,716,36,1473,365,554,6967,1: New South Wales
2483,7210,552,682,238,132,740,1626,4152,2023,371,101,2418,2188,1313,83,2731,746,971,11616,1: New South Wales
2484,12782,470,1034,153,236,861,3062,6166,3643,796,228,4366,3842,2113,152,4352,512,1988,20083,1: New South Wales
2485,5065,3674,4783,40,88,1085,8657,5814,1440,288,69,5097,2595,2001,189,7001,935,1503,15349,1: New South Wales
2486,16950,6879,1567,188,107,1571,5901,12913,7073,1396,336,8879,6818,3776,348,9125,999,3340,32838,1: New South Wales
2487,7256,1618,1632,879,57,1016,3504,4539,2872,774,136,4071,3561,1327,72,3971,461,1274,15090,1: New South Wales
2488,1636,643,239,0,13,124,592,1480,548,115,22,777,869,406,19,789,108,259,3523,1: New South Wales
2489,4193,936,410,143,43,220,981,2781,1965,279,35,2001,1935,716,36,1618,113,687,7894,1: New South Wales
2490,475,0,0,0,0,26,52,234,114,42,10,152,164,38,12,82,22,51,690,1: New South Wales
2500,12691,3778,18795,262,258,4709,20509,14806,4532,1165,366,12747,8346,3827,604,16469,5096,4660,43472,1: New South Wales
2502,7198,809,1242,24,29,695,2209,4900,1770,374,115,2177,2692,1692,136,3288,318,1411,12551,1: New South Wales
2505,3081,271,631,13,23,329,1216,1802,810,159,23,978,1056,703,57,1512,138,579,5088,1: New South Wales
2506,5108,157,482,0,35,315,993,3071,1256,178,70,1360,1598,1095,51,1781,186,961,7798,1: New South Wales
2508,5226,188,654,36,0,105,890,2854,2005,541,125,1776,2993,610,37,1014,100,721,9346,1: New South Wales
2515,6731,832,673,28,14,264,1670,3667,2477,679,148,2747,3373,771,53,1891,220,856,11745,1: New South Wales
2516,3788,427,465,15,15,240,991,1928,1439,396,106,1196,2109,519,48,1204,82,529,6798,1: New South Wales
2517,6769,1752,1826,52,7,495,3083,5115,2704,592,105,2999,3792,1490,82,3633,250,1424,13959,1: New South Wales
2518,9302,4521,2118,118,68,1303,6352,7631,2933,715,143,4483,4637,2664,240,6678,759,2175,19864,1: New South Wales
2519,9028,2523,1526,67,20,849,3809,6076,3107,931,190,3827,4164,1872,167,4366,804,1593,17227,1: New South Wales
2525,7069,832,355,301,44,336,1084,3673,2994,812,130,2297,3612,944,85,2089,257,1023,12335,1: New South Wales
2526,10338,742,534,22,11,374,1542,5006,3977,999,202,3301,4587,1410,127,2636,253,1656,16736,1: New South Wales
2527,15278,2605,117,5,17,208,1929,8385,7027,1354,260,5489,7000,2643,215,3698,392,2893,26072,1: New South Wales
2528,14734,1833,1565,727,64,1288,4408,9743,3773,723,155,5256,4550,3370,268,6985,523,2845,23735,1: New South Wales
2529,15860,3646,1000,43,15,642,2951,8757,8339,1663,230,6546,7984,2833,215,4816,493,2671,29134,1: New South Wales
2530,22177,2558,447,6,60,641,2769,12525,8490,1592,335,7322,8831,3718,242,6065,544,3902,35038,1: New South Wales
2533,9572,1921,1348,67,49,454,2545,5865,4280,993,212,5316,4115,1145,126,3610,265,1398,17177,1: New South Wales
2534,3441,539,177,24,0,190,704,1614,1552,346,79,1578,1335,355,39,1131,108,431,5767,1: New South Wales
2535,5272,750,51,428,22,279,1651,2465,1931,421,122,2883,1410,498,56,2219,143,618,7993,1: New South Wales
2536,12438,1498,1446,226,59,636,3523,7181,4325,890,207,6043,2958,1937,139,5721,445,2177,19333,1: New South Wales
2537,9430,816,123,225,59,436,2180,4736,2807,544,121,4196,2111,1021,95,3518,289,1290,12981,1: New South Wales
2538,1705,59,35,26,19,117,260,653,606,150,34,750,479,148,23,462,37,263,2580,1: New South Wales
2539,14798,1054,282,627,67,477,2938,7716,4968,872,172,6464,3484,1840,121,5443,429,1981,20305,1: New South Wales
2540,33597,2335,631,548,136,994,6365,15570,12132,2412,577,13827,8785,4036,286,11117,1051,5384,48267,1: New South Wales
2541,18078,2712,723,29,39,1195,4502,9565,6313,1048,208,5989,5179,3345,322,7633,810,3871,28038,1: New South Wales
2545,846,0,0,20,8,60,135,410,201,32,0,362,166,82,6,224,21,90,1117,1: New South Wales
2546,7109,606,476,309,68,530,2200,3866,1771,350,86,3517,1392,765,40,3275,239,1018,10066,1: New South Wales
2548,5095,1133,966,22,47,393,2121,3603,1700,292,68,2990,1383,659,55,3050,234,847,8419,1: New South Wales
2549,2804,253,49,20,16,136,815,1308,760,181,34,1171,830,279,10,932,87,414,4101,1: New South Wales
