,Postcode,State,Latitude,Longitude,Remoteness Area
630,2836,ACT,-30.77067,152.751629,3
631,2838,ACT,-30.68211559,152.8841903,3
632,2839,ACT,-30.77067,152.751629,3
633,2840,ACT,-30.77067,152.751629,3
634,2842,ACT,-30.77067,152.751629,3
635,2843,ACT,-30.6895366,152.9436257,3
636,2844,ACT,-30.77067,152.751629,3
637,2845,ACT,-30.77067,152.751629,3
638,2846,ACT,-30.77067,152.751629,3
639,2847,ACT,-30.77067,152.751629,3
640,2848,ACT,-30.77067,152.751629,3
641,2849,ACT,-30.77067,152.751629,3
642,2850,ACT,-30.77067,152.751629,3
643,2852,ACT,-30.77067,152.751629,3
644,2864,ACT,-30.55291965,152.526823,3
645,2865,ACT,-30.62816,152.737629,3
646,2866,ACT,-30.62816,152.737629,3
647,2867,ACT,-30.62816,152.737629,3
648,2868,ACT,-30.097726,152.658268,2
649,2869,ACT,-30.37491129,153.0171326,2
650,2870,ACT,-30.097726,152.658268,3
651,2871,ACT,-30.097726,152.658268,2
652,2873,ACT,-30.2986,153.109,2
653,2874,ACT,-30.097726,152.658268,3
654,2875,ACT,-30.097726,152.658268,2
655,2876,ACT,-30.097726,152.658268,2
656,2877,ACT,-30.097726,152.658268,2
657,2878,ACT,-30.097726,152.658268,3
658,2879,ACT,-30.097726,152.658268,2
659,2880,ACT,-30.097726,152.658268,2
660,2898,ACT,-30.22840035,152.7837915,3
661,2899,ACT,-30.329085,152.621062,3
662,2900,ACT,-30.329085,152.621062,3
663,2902,ACT,-30.37553037,152.7309701,3
664,2903,ACT,-30.329085,152.621062,3
665,2904,ACT,-30.329085,152.621062,3
666,2905,ACT,-30.329085,152.621062,3
667,2906,ACT,-30.329085,152.621062,3
668,2911,ACT,-30.14016881,152.4164012,3
669,2912,ACT,-30.329085,152.621062,3
670,2913,ACT,-30.329085,152.621062,3
671,2914,ACT,-30.22185073,152.6416587,3
672,3000,VIC,-29.320772,153.271074,3
673,3002,VIC,-29.320772,153.271074,3
674,3003,VIC,-29.320772,153.271074,3
675,3004,VIC,-29.320772,153.271074,2
676,3006,VIC,-29.320772,153.271074,3
677,3008,VIC,-29.320772,153.271074,3
678,3011,VIC,-29.320772,153.271074,3
679,3012,VIC,-29.320772,153.271074,3
680,3013,VIC,-29.320772,153.271074,2
681,3015,VIC,-29.320772,153.271074,3
682,3016,VIC,-29.320772,153.271074,3
683,3018,VIC,-29.320772,153.271074,3
684,3019,VIC,-29.320772,153.271074,2
685,3020,VIC,-29.320772,153.271074,3
686,3021,VIC,-29.320772,153.271074,2
687,3022,VIC,-29.320772,153.271074,3
688,3023,VIC,-29.320772,153.271074,3
689,3024,VIC,-29.320772,153.271074,3
690,3025,VIC,-29.320772,153.271074,3
691,3026,VIC,-29.320772,153.271074,3
692,3027,VIC,-29.320772,153.271074,3
693,3028,VIC,-29.320772,153.271074,2
694,3029,VIC,-29.320772,153.271074,2
695,3030,VIC,-29.320772,153.271074,3
696,3031,VIC,-29.320772,153.271074,2
697,3032,VIC,-29.50466146,152.7265162,3
698,3033,VIC,-29.320772,153.271074,2
699,3034,VIC,-29.320772,153.271074,2
700,3036,VIC,-29.320772,153.271074,2
701,3037,VIC,-29.320772,153.271074,3
702,3038,VIC,-29.320772,153.271074,3
703,3039,VIC,-29.320772,153.271074,3
704,3040,VIC,-29.320772,153.271074,3
705,3041,VIC,-29.320772,153.271074,2
706,3042,VIC,-29.320772,153.271074,3
707,3043,VIC,-29.320772,153.271074,3
708,3044,VIC,-29.320772,153.271074,3
709,3045,VIC,-29.320772,153.271074,3
710,3046,VIC,-29.29582566,152.3812776,3
711,3047,VIC,-29.320772,153.271074,2
712,3048,VIC,-29.320772,153.271074,2
713,3049,VIC,-29.320772,153.271074,3
714,3051,VIC,-29.320772,153.271074,3
715,3052,VIC,-29.320772,153.271074,3
716,3053,VIC,-29.829194,153.187047,3
717,3054,VIC,-29.829194,153.187047,3
718,3055,VIC,-29.829194,153.187047,3
719,3056,VIC,-29.829194,153.187047,3
720,3057,VIC,-29.829194,153.187047,3
721,3058,VIC,-29.829194,153.187047,3
722,3059,VIC,-29.829194,153.187047,3
723,3060,VIC,-29.829194,153.187047,3
724,3061,VIC,-29.829194,153.187047,3
725,3062,VIC,-29.829194,153.187047,3
726,3063,VIC,-29.829194,153.187047,3
727,3064,VIC,-29.829194,153.187047,3
728,3065,VIC,-29.36691,153.104789,2
729,3066,VIC,-29.36691,153.104789,3
730,3067,VIC,-29.42423996,153.2036054,2
731,3068,VIC,-29.36691,153.104789,3
732,3070,VIC,-29.36691,153.104789,2
733,3071,VIC,-29.36691,153.104789,2
734,3072,VIC,-29.36691,153.104789,2
735,3073,VIC,-29.36691,153.104789,2
736,3074,VIC,-29.36691,153.104789,2
737,3075,VIC,-29.36691,153.104789,2
738,3076,VIC,-29.36691,153.104789,3
739,3078,VIC,-29.36691,153.104789,2
740,3079,VIC,-29.36691,153.104789,3
741,3081,VIC,-29.36691,153.104789,3
742,3082,VIC,-29.36691,153.104789,2
743,3083,VIC,-29.5139517,153.1344664,2
744,3084,VIC,-29.484556,153.334228,2
745,3085,VIC,-29.40271936,153.3330886,2
746,3087,VIC,-29.484556,153.334228,2
747,3088,VIC,-29.484556,153.334228,2
748,3089,VIC,-29.53085664,153.3317549,3
749,3090,VIC,-29.412622,153.243897,2
750,3091,VIC,-29.407475,153.350886,2
751,3093,VIC,-29.407475,153.350886,2
752,3094,VIC,-29.05366265,152.5892786,3
753,3095,VIC,-29.338403,153.002402,3
754,3096,VIC,-29.338403,153.002402,3
755,3097,VIC,-29.338403,153.002402,2
756,3099,VIC,-29.338403,153.002402,3
757,3101,VIC,-29.338403,153.002402,3
758,3102,VIC,-29.338403,153.002402,3
759,3103,VIC,-29.338403,153.002402,2
760,3104,VIC,-29.338403,153.002402,3
761,3105,VIC,-28.8039601,152.7317271,3
762,3106,VIC,-29.338403,153.002402,3
763,3107,VIC,-29.338403,153.002402,3
764,3108,VIC,-29.338403,153.002402,3
765,3109,VIC,-28.54902952,152.6513147,3
766,3111,VIC,-29.338403,153.002402,3
767,3113,VIC,-29.338403,153.002402,3
768,3114,VIC,-29.338403,153.002402,3
769,3115,VIC,-29.338403,153.002402,3
770,3116,VIC,-29.338403,153.002402,3
771,3121,VIC,-29.338403,153.002402,2
772,3122,VIC,-28.74667521,152.7107833,3
773,3123,VIC,-28.66001977,152.5424591,3
774,3124,VIC,-29.338403,153.002402,2
775,3125,VIC,-29.338403,153.002402,3
776,3126,VIC,-28.67786734,152.5933444,3
777,3127,VIC,-29.11151797,152.6138787,3
778,3128,VIC,-29.338403,153.002402,3
779,3129,VIC,-29.338403,153.002402,3
780,3130,VIC,-28.8181467,152.6040056,3
781,3131,VIC,-28.73596132,152.5313812,3
782,3132,VIC,-28.77669778,152.5791084,3
783,3133,VIC,-29.338403,153.002402,3
784,3134,VIC,-29.338403,153.002402,3
785,3135,VIC,-29.338403,153.002402,2
786,3136,VIC,-29.338403,153.002402,3
787,3137,VIC,-29.338403,153.002402,2
788,3138,VIC,-29.338403,153.002402,3
789,3139,VIC,-29.338403,153.002402,3
790,3140,VIC,-29.338403,153.002402,3
791,3141,VIC,-28.94675609,152.5676799,3
792,3142,VIC,-28.6738983,152.6995344,3
793,3143,VIC,-29.338403,153.002402,3
794,3144,VIC,-29.338403,153.002402,3
795,3145,VIC,-29.338403,153.002402,3
796,3146,VIC,-28.8966229,152.6603958,3
797,3147,VIC,-28.84070219,152.7689999,2
798,3148,VIC,-29.338403,153.002402,3
799,3149,VIC,-29.338403,153.002402,3
800,3150,VIC,-29.338403,153.002402,2
801,3151,VIC,-29.338403,153.002402,3
802,3152,VIC,-28.52177216,152.698444,3
803,3153,VIC,-29.338403,153.002402,2
804,3154,VIC,-29.338403,153.002402,3
805,3155,VIC,-29.338403,153.002402,2
806,3156,VIC,-29.338403,153.002402,3
807,3158,VIC,-28.92786,152.749759,3
808,3159,VIC,-28.72398401,152.7930951,2
809,3160,VIC,-28.92786,152.749759,2
810,3161,VIC,-28.92786,152.749759,2
811,3162,VIC,-28.92786,152.749759,2
812,3163,VIC,-28.92786,152.749759,2
813,3165,VIC,-28.92786,152.749759,2
814,3166,VIC,-28.92786,152.749759,2
815,3167,VIC,-28.92786,152.749759,2
816,3168,VIC,-28.92786,152.749759,2
817,3169,VIC,-28.92786,152.749759,2
818,3170,VIC,-28.92786,152.749759,2
819,3171,VIC,-28.92786,152.749759,2
820,3172,VIC,-28.92786,152.749759,2
821,3173,VIC,-28.92786,152.749759,2
822,3174,VIC,-28.80567926,152.884752,2
823,3175,VIC,-28.92786,152.749759,2
824,3177,VIC,-28.92786,152.749759,2
825,3178,VIC,-28.92786,152.749759,2
826,3179,VIC,-28.92786,152.749759,2
827,3180,VIC,-28.92786,152.749759,2
828,3181,VIC,-28.92786,152.749759,2
829,3182,VIC,-28.92786,152.749759,2
830,3183,VIC,-28.86319554,153.1327208,2
831,3184,VIC,-28.96944545,152.8044053,2
832,3185,VIC,-28.92786,152.749759,2
833,3186,VIC,-28.92786,152.749759,2
834,3187,VIC,-28.92786,152.749759,2
835,3188,VIC,-28.92786,152.749759,2
836,3189,VIC,-29.018999,153.243213,2
837,3190,VIC,-29.018999,153.243213,2
838,3191,VIC,-29.018999,153.243213,2
839,3192,VIC,-29.00867111,153.3127639,2
840,3193,VIC,-29.018999,153.243213,2
841,3194,VIC,-29.018999,153.243213,2
842,3195,VIC,-29.06308972,153.3376219,2
843,3196,VIC,-29.018999,153.243213,2
844,3197,VIC,-29.018999,153.243213,2
845,3198,VIC,-29.16365327,153.1231083,2
846,3199,VIC,-29.00263987,153.2086295,2
847,3200,VIC,-29.156771,153.303855,2
848,3201,VIC,-29.156771,153.303855,2
849,3202,VIC,-29.24528677,153.3348699,2
850,3204,VIC,-29.129936,153.254699,2
851,3205,VIC,-29.156771,153.303855,2
852,3206,VIC,-29.156771,153.303855,2
853,3207,VIC,-29.156771,153.303855,2
854,3211,VIC,-29.2343298,153.3210837,2
855,3212,VIC,-29.0878662,153.3880933,2
856,3213,VIC,-29.130197,153.43269,2
857,3214,VIC,-29.112327,153.410139,2
858,3215,VIC,-29.120479,153.436052,2
859,3216,VIC,-28.499375,152.88504,2
860,3217,VIC,-28.499375,152.88504,2
861,3218,VIC,-28.39526846,153.0700868,2
862,3219,VIC,-28.499375,152.88504,2
863,3220,VIC,-28.499375,152.88504,2
864,3221,VIC,-28.499375,152.88504,2
865,3222,VIC,-28.499375,152.88504,2
866,3223,VIC,-28.499375,152.88504,3
867,3224,VIC,-28.499375,152.88504,2
868,3225,VIC,-28.499375,152.88504,2
869,3226,VIC,-28.499375,152.88504,2
870,3227,VIC,-28.56533823,153.0121858,2
871,3228,VIC,-28.35651796,152.8727288,3
872,3230,VIC,-28.499375,152.88504,2
873,3231,VIC,-28.40321614,152.9415041,2
874,3232,VIC,-28.499375,152.88504,2
875,3233,VIC,-28.499375,152.88504,3
876,3234,VIC,-28.499375,152.88504,2
877,3235,VIC,-28.6088675,152.9490282,2
878,3236,VIC,-28.499375,152.88504,2
879,3237,VIC,-28.63704032,152.8612286,2
880,3238,VIC,-28.499375,152.88504,2
881,3239,VIC,-28.499375,152.88504,2
882,3240,VIC,-28.61266254,153.0452416,2
883,3241,VIC,-28.499375,152.88504,2
884,3242,VIC,-28.499375,152.88504,2
885,3243,VIC,-28.60039624,152.9943753,2
886,3249,VIC,-28.4268064,152.7815971,3
887,3250,VIC,-28.58453313,152.8715635,2
888,3251,VIC,-28.499375,152.88504,3
889,3254,VIC,-28.499375,152.88504,3
890,3260,VIC,-28.499375,152.88504,2
891,3264,VIC,-28.56243606,152.3732005,3
892,3265,VIC,-28.546257,152.388341,3
893,3266,VIC,-28.546257,152.388341,3
894,3267,VIC,-28.36456,152.49765,3
895,3268,VIC,-28.36456,152.49765,3
896,3269,VIC,-28.36456,152.49765,3
897,3270,VIC,-28.46321961,152.6553823,3
898,3271,VIC,-28.37004274,152.4468899,3
899,3272,VIC,-28.36456,152.49765,3
900,3273,VIC,-28.36456,152.49765,3
901,3274,VIC,-28.36456,152.49765,3
902,3275,VIC,-28.41885533,152.5863114,3
903,3276,VIC,-28.36456,152.49765,3
904,3277,VIC,-28.36456,152.49765,3
905,3278,VIC,-28.36456,152.49765,3
906,3279,VIC,-28.907675,153.427314,2
907,3280,VIC,-28.907675,153.427314,2
908,3281,VIC,-28.907675,153.427314,2
909,3282,VIC,-28.907675,153.427314,2
910,3283,VIC,-28.907675,153.427314,2
911,3284,VIC,-28.907675,153.427314,2
912,3285,VIC,-28.98916901,153.4578479,2
913,3286,VIC,-28.907675,153.427314,2
914,3287,VIC,-28.907675,153.427314,2
915,3289,VIC,-28.907675,153.427314,2
916,3292,VIC,-28.907675,153.427314,2
917,3293,VIC,-28.907675,153.427314,2
918,3294,VIC,-28.907675,153.427314,2
919,3300,VIC,-28.865483,153.532475,2
920,3301,VIC,-28.865483,153.532475,2
921,3302,VIC,-28.79173459,153.5470004,2
922,3303,VIC,-28.865483,153.532475,2
923,3304,VIC,-28.865483,153.532475,2
924,3305,VIC,-28.865483,153.532475,2
925,3309,VIC,-28.865483,153.532475,2
926,3310,VIC,-28.865483,153.532475,2
927,3311,VIC,-28.865483,153.532475,2
928,3312,VIC,-28.709545,153.514963,2
929,3314,VIC,-28.709545,153.514963,2
930,3315,VIC,-28.709545,153.514963,2
931,3317,VIC,-28.709545,153.514963,2
932,3318,VIC,-28.709545,153.514963,2
933,3319,VIC,-28.709545,153.514963,2
934,3321,VIC,-28.709545,153.514963,2
935,3322,VIC,-28.709545,153.514963,2
936,3323,VIC,-28.709545,153.514963,2
937,3324,VIC,-28.706486,153.25943,2
938,3325,VIC,-28.706486,153.25943,2
939,3328,VIC,-28.706486,153.25943,2
940,3329,VIC,-28.77409502,153.3781843,2
941,3330,VIC,-28.706486,153.25943,2
942,3331,VIC,-28.706486,153.25943,2
943,3332,VIC,-28.706486,153.25943,2
944,3333,VIC,-28.706486,153.25943,2
945,3334,VIC,-28.706486,153.25943,2
946,3335,VIC,-28.706486,153.25943,2
947,3336,VIC,-28.706486,153.25943,2
948,3337,VIC,-28.706486,153.25943,2
949,3338,VIC,-28.706486,153.25943,2
950,3340,VIC,-28.706486,153.25943,2
951,3341,VIC,-28.706486,153.25943,2
952,3342,VIC,-28.706486,153.25943,2
953,3345,VIC,-28.706486,153.25943,2
954,3350,VIC,-28.706486,153.25943,2
955,3351,VIC,-28.706486,153.25943,2
956,3352,VIC,-28.706486,153.25943,2
957,3355,VIC,-28.706486,153.25943,2
958,3356,VIC,-28.706486,153.25943,2
959,3357,VIC,-28.706486,153.25943,2
960,3358,VIC,-28.706486,153.25943,2
961,3360,VIC,-28.706486,153.25943,2
962,3361,VIC,-28.706486,153.25943,2
963,3363,VIC,-28.8087,153.27,2
964,3364,VIC,-28.706486,153.25943,2
965,3370,VIC,-28.706486,153.25943,2
966,3371,VIC,-28.706486,153.25943,2
967,3373,VIC,-28.53337677,153.2789657,2
968,3374,VIC,-28.706486,153.25943,2
969,3375,VIC,-28.706486,153.25943,2
970,3377,VIC,-28.706486,153.25943,2
971,3378,VIC,-28.706486,153.25943,2
972,3379,VIC,-28.706486,153.25943,2
973,3380,VIC,-28.706486,153.25943,2
974,3381,VIC,-28.706486,153.25943,2
975,3384,VIC,-28.706486,153.25943,2
976,3385,VIC,-28.706486,153.25943,2
977,3387,VIC,-28.706486,153.25943,2
978,3388,VIC,-28.706486,153.25943,2
979,3390,VIC,-28.706486,153.25943,2
980,3391,VIC,-28.706486,153.25943,2
981,3392,VIC,-28.706486,153.25943,2
982,3393,VIC,-28.706486,153.25943,2
983,3395,VIC,-28.706486,153.25943,2
984,3396,VIC,-28.706486,153.25943,2
985,3400,VIC,-28.660756,153.592843,2
986,3401,VIC,-28.660756,153.592843,2
987,3407,VIC,-28.660756,153.592843,2
988,3409,VIC,-28.547307,153.432398,2
989,3412,VIC,-28.547307,153.432398,2
990,3413,VIC,-28.547307,153.432398,2
991,3414,VIC,-28.547307,153.432398,2
992,3415,VIC,-28.547307,153.432398,2
993,3418,VIC,-28.51717621,153.3828891,2
994,3419,VIC,-28.5665377,153.3815639,2
995,3420,VIC,-28.547307,153.432398,2
996,3423,VIC,-28.461128,153.494236,2
997,3424,VIC,-28.461128,153.494236,2
998,3427,VIC,-28.461128,153.494236,2
999,3428,VIC,-28.461128,153.494236,2
1000,3429,VIC,-28.461128,153.494236,2
1001,3430,VIC,-28.461128,153.494236,2
1002,3431,VIC,-28.461128,153.494236,2
1003,3432,VIC,-28.461128,153.494236,2
1004,3433,VIC,-28.461128,153.494236,2
1005,3434,VIC,-28.461128,153.494236,2
1006,3435,VIC,-28.38059,153.31648,2
1007,3437,VIC,-28.38059,153.31648,1
1008,3438,VIC,-28.38059,153.31648,2
1009,3440,VIC,-28.38059,153.31648,2
1010,3441,VIC,-28.38059,153.31648,2
1011,3442,VIC,-28.38059,153.31648,2
1012,3444,VIC,-28.38059,153.31648,2
1013,3446,VIC,-28.38059,153.31648,1
1014,3447,VIC,-28.38059,153.31648,2
1015,3448,VIC,-28.38059,153.31648,2
1016,3450,VIC,-28.38059,153.31648,2
1017,3451,VIC,-28.38059,153.31648,2
1018,3453,VIC,-28.38059,153.31648,2
1019,3458,VIC,-28.38059,153.31648,2
1020,3460,VIC,-28.38059,153.31648,2
1021,3461,VIC,-28.38059,153.31648,2
1022,3462,VIC,-28.38059,153.31648,2
1023,3463,VIC,-28.38059,153.31648,2
1024,3464,VIC,-28.38059,153.31648,2
1025,3465,VIC,-28.38059,153.31648,2
1026,3467,VIC,-28.38059,153.31648,2
1027,3468,VIC,-28.38059,153.31648,1
1028,3469,VIC,-28.3323,153.383,1
1029,3472,VIC,-28.38059,153.31648,2
1030,3475,VIC,-28.38059,153.31648,2
1031,3477,VIC,-28.38059,153.31648,2
1032,3478,VIC,-28.38059,153.31648,1
1033,3480,VIC,-28.38059,153.31648,2
1034,3482,VIC,-28.38059,153.31648,2
1035,3483,VIC,-28.38059,153.31648,2
1036,3485,VIC,-28.38059,153.31648,2
1037,3487,VIC,-28.38059,153.31648,2
1038,3488,VIC,-28.38059,153.31648,2
1039,3489,VIC,-28.38059,153.31648,2
1040,3490,VIC,-28.38059,153.31648,2
1041,3491,VIC,-28.38059,153.31648,2
1042,3494,VIC,-28.184241,153.526816,1
1043,3496,VIC,-28.215215,153.479217,1
1044,3498,VIC,-28.215215,153.479217,1
1045,3500,VIC,-28.215215,153.479217,1
1046,3501,VIC,-28.215215,153.479217,1
1047,3505,VIC,-28.215215,153.479217,1
1048,3506,VIC,-28.215215,153.479217,1
1049,3507,VIC,-28.2,153.545,1
1050,3509,VIC,-28.27973,153.548588,1
1051,3512,VIC,-28.27973,153.548588,2
1052,3515,VIC,-28.27973,153.548588,1
1053,3516,VIC,-28.27973,153.548588,2
1054,3517,VIC,-28.34099,153.560693,1
1055,3518,VIC,-28.34099,153.560693,1
1056,3520,VIC,-28.392183,153.541853,1
1057,3521,VIC,-28.392183,153.541853,1
1058,3522,VIC,-28.379066,153.56855,1
1059,3523,VIC,-28.271718,153.472644,1
1060,3525,VIC,-34.423171,150.874294,1
1061,3527,VIC,-34.423171,150.874294,1
1062,3529,VIC,-34.423171,150.874294,1
1063,3530,VIC,-34.423171,150.874294,1
1064,3531,VIC,-34.40681672,150.895558,1
1065,3533,VIC,-34.4239844,150.8673013,1
1066,3537,VIC,-34.423171,150.874294,1
1067,3540,VIC,-34.494723,150.873081,1
1068,3542,VIC,-34.466406,150.943899,1
1069,3544,VIC,-34.48494,150.840792,1
1070,3546,VIC,-34.230944,150.969679,2
1071,3549,VIC,-34.230944,150.969679,2
1072,3550,VIC,-34.230944,150.969679,2
1073,3551,VIC,-34.230944,150.969679,1
1074,3555,VIC,-34.300293,150.9299,1
1075,3556,VIC,-34.300293,150.9299,1
1076,3557,VIC,-34.300293,150.9299,1
1077,3558,VIC,-34.300293,150.9299,1
1078,3559,VIC,-34.300293,150.9299,1
1079,3561,VIC,-34.332109,150.904835,1
1080,3562,VIC,-34.349362,150.891169,1
1081,3563,VIC,-34.349362,150.891169,1
1082,3564,VIC,-34.349362,150.891169,1
1083,3565,VIC,-34.373654,150.886721,1
1084,3566,VIC,-34.373654,150.886721,1
1085,3567,VIC,-34.373654,150.886721,1
1086,3568,VIC,-34.37717202,150.9124949,1
1087,3570,VIC,-34.373654,150.886721,1
1088,3571,VIC,-34.35558,150.709623,1
1089,3572,VIC,-34.35558,150.709623,1
1090,3573,VIC,-34.35558,150.709623,1
1091,3575,VIC,-34.35558,150.709623,1
1092,3576,VIC,-34.35558,150.709623,1
1093,3579,VIC,-34.437229,150.818904,1
1094,3580,VIC,-34.380765,150.77681,1
1095,3581,VIC,-34.380765,150.77681,1
1096,3583,VIC,-34.380765,150.77681,1
1097,3584,VIC,-34.380765,150.77681,1
1098,3585,VIC,-34.380765,150.77681,1
1099,3586,VIC,-34.380765,150.77681,1
1100,3588,VIC,-34.583539,150.754592,1
1101,3589,VIC,-34.583539,150.754592,1
1102,3590,VIC,-34.583539,150.754592,2
1103,3591,VIC,-34.583539,150.754592,2
1104,3594,VIC,-34.583539,150.754592,2
1105,3595,VIC,-34.583539,150.754592,2
1106,3596,VIC,-34.548722,150.855135,1
1107,3597,VIC,-34.548722,150.855135,1
1108,3599,VIC,-34.548722,150.855135,1
1109,3607,VIC,-34.592433,150.84584,1
1110,3608,VIC,-34.592433,150.84584,1
1111,3610,VIC,-34.592433,150.84584,1
1112,3612,VIC,-34.505411,150.766132,2
1113,3614,VIC,-34.50180824,150.7714948,2
1114,3616,VIC,-34.45456725,150.7644956,1
1115,3617,VIC,-34.54457727,150.7941158,1
1116,3618,VIC,-34.505411,150.766132,1
1117,3620,VIC,-34.505411,150.766132,1
1118,3621,VIC,-34.505411,150.766132,1
1119,3622,VIC,-34.505411,150.766132,2
1120,3623,VIC,-34.505411,150.766132,1
1121,3624,VIC,-34.505411,150.766132,1
1122,3629,VIC,-34.645377,150.756883,2
1123,3630,VIC,-34.645377,150.756883,2
1124,3631,VIC,-34.645377,150.756883,2
1125,3633,VIC,-34.645377,150.756883,2
1126,3634,VIC,-34.74500177,150.7510656,2
1127,3635,VIC,-34.739425,150.800637,2
1128,3636,VIC,-34.739425,150.800637,2
1129,3637,VIC,-34.739425,150.800637,2
1130,3638,VIC,-34.739425,150.800637,2
1131,3639,VIC,-34.739425,150.800637,2
1132,3640,VIC,-34.739425,150.800637,2
1133,3641,VIC,-34.739425,150.800637,2
1134,3644,VIC,-34.762116,150.678303,2
1135,3646,VIC,-34.762116,150.678303,2
1136,3647,VIC,-34.762116,150.678303,2
1137,3649,VIC,-34.762116,150.678303,2
1138,3658,VIC,-35.671272,150.125945,2
1139,3659,VIC,-35.671272,150.125945,2
1140,3660,VIC,-35.671272,150.125945,2
1141,3662,VIC,-35.671272,150.125945,2
1142,3663,VIC,-35.671272,150.125945,2
1143,3664,VIC,-35.671272,150.125945,2
1144,3665,VIC,-35.62629294,150.3214736,2
1145,3666,VIC,-35.671272,150.125945,2
1146,3669,VIC,-35.671272,150.125945,2
1147,3670,VIC,-35.671272,150.125945,2
1148,3672,VIC,-35.671272,150.125945,2
1149,3673,VIC,-35.671272,150.125945,2
1150,3675,VIC,-35.671272,150.125945,2
1151,3677,VIC,-35.671272,150.125945,2
1152,3678,VIC,-35.671272,150.125945,2
1153,3682,VIC,-35.671272,150.125945,2
1154,3683,VIC,-35.671272,150.125945,2
1155,3685,VIC,-35.671272,150.125945,2
1156,3687,VIC,-35.939649,149.912199,2
1157,3688,VIC,-35.939649,149.912199,3
1158,3690,VIC,-35.939649,149.912199,2
1159,3691,VIC,-35.939649,149.912199,2
1160,3695,VIC,-35.939649,149.912199,3
1161,3697,VIC,-35.939649,149.912199,2
1162,3698,VIC,-35.939649,149.912199,2
1163,3699,VIC,-35.939649,149.912199,2
1164,3700,VIC,-35.939649,149.912199,2
1165,3701,VIC,-35.939649,149.912199,2
1166,3704,VIC,-35.366161,150.320507,2
1167,3705,VIC,-35.366161,150.320507,2
1168,3707,VIC,-35.49851796,150.187849,2
1169,3708,VIC,-35.366161,150.320507,2
1170,3709,VIC,-35.26046775,150.3399931,2
1171,3711,VIC,-35.366161,150.320507,2
1172,3712,VIC,-35.522387,150.393202,2
1173,3713,VIC,-35.522387,150.393202,2
1174,3714,VIC,-35.522387,150.393202,2
1175,3715,VIC,-35.522387,150.393202,2
1176,3717,VIC,-35.522387,150.393202,2
1177,3718,VIC,-35.522387,150.393202,2
1178,3719,VIC,-35.31915229,150.3945638,2
1179,3720,VIC,-35.522387,150.393202,2
1180,3722,VIC,-35.522387,150.393202,2
1181,3723,VIC,-35.522387,150.393202,2
1182,3725,VIC,-35.522387,150.393202,2
1183,3726,VIC,-35.522387,150.393202,2
1184,3727,VIC,-35.522387,150.393202,2
1185,3728,VIC,-35.522387,150.393202,2
1186,3730,VIC,-35.33902831,150.341985,2
1187,3732,VIC,-35.22989059,150.3632777,2
1188,3733,VIC,-35.58379312,150.3427842,2
1189,3735,VIC,-35.522387,150.393202,2
1190,3737,VIC,-35.522387,150.393202,2
1191,3738,VIC,-34.863483,150.61644,2
1192,3739,VIC,-34.863483,150.61644,2
1193,3740,VIC,-34.863483,150.61644,2
1194,3741,VIC,-35.05181937,150.8084888,2
1195,3744,VIC,-34.863483,150.61644,2
1196,3746,VIC,-35.10918801,150.6615698,2
1197,3747,VIC,-34.79341354,150.5311249,2
1198,3749,VIC,-34.86717057,150.3963621,2
1199,3750,VIC,-34.863483,150.61644,2
1200,3751,VIC,-34.863483,150.61644,2
1201,3752,VIC,-34.863483,150.61644,2
1202,3753,VIC,-34.863483,150.61644,2
1203,3754,VIC,-34.82255635,150.558862,2
1204,3755,VIC,-34.96839514,150.6485049,2
1205,3756,VIC,-34.863483,150.61644,2
1206,3757,VIC,-34.863483,150.61644,2
1207,3758,VIC,-34.863483,150.61644,2
1208,3759,VIC,-34.863483,150.61644,2
1209,3760,VIC,-34.863483,150.61644,2
1210,3761,VIC,-34.89013158,150.29506,2
1211,3762,VIC,-34.863483,150.61644,2
1212,3763,VIC,-34.863483,150.61644,2
1213,3764,VIC,-34.863483,150.61644,2
1214,3765,VIC,-34.863483,150.61644,2
1215,3766,VIC,-34.863483,150.61644,2
1216,3767,VIC,-34.863483,150.61644,2
1217,3770,VIC,-34.863483,150.61644,2
1218,3775,VIC,-35.1792077,150.5073061,2
1219,3777,VIC,-34.863483,150.61644,2
1220,3778,VIC,-34.863483,150.61644,2
1221,3779,VIC,-34.863483,150.61644,2
1222,3781,VIC,-34.863483,150.61644,2
1223,3782,VIC,-34.863483,150.61644,2
1224,3783,VIC,-34.863483,150.61644,2
1225,3785,VIC,-34.863483,150.61644,2
1226,3786,VIC,-34.863483,150.61644,2
1227,3787,VIC,-34.863483,150.61644,2
1228,3788,VIC,-34.863483,150.61644,2
1229,3789,VIC,-34.863483,150.61644,2
1230,3791,VIC,-34.863483,150.61644,2
1231,3792,VIC,-34.863483,150.61644,2
1232,3793,VIC,-34.863483,150.61644,2
1233,3795,VIC,-35.15354262,150.3974504,2
1234,3796,VIC,-34.863483,150.61644,2
1235,3797,VIC,-34.863483,150.61644,2
1236,3799,VIC,-34.95901479,150.7274786,2
1237,3802,VIC,-34.863483,150.61644,2
1238,3803,VIC,-35.129878,150.707521,
1239,3804,VIC,-34.863483,150.61644,2
1240,3805,VIC,-34.863483,150.61644,2
1241,3806,VIC,-34.863483,150.61644,2
1242,3807,VIC,-34.990592,150.450994,2
1243,3808,VIC,-34.990592,150.450994,2
1244,3809,VIC,-34.8580134,150.5744743,2
1245,3810,VIC,-34.990592,150.450994,2
